S/N,TARIFF NAME,PRICE,TARIFF_TYPE
2009,Minor release of muscle for pain or contracture involving small joint ,300000.0,PROCEDURES
2010,Mucosal graft to conjunctiva,324000.0,PROCEDURES
2011,Neurectomy major nerve ,216000.0,PROCEDURES
2012,Open adhesiolysis including biopsy ,324000.0,PROCEDURES
2013,Open arthrolysis of elbow,324000.0,PROCEDURES
2014,Open drainage of liver,216000.0,PROCEDURES
2015,Open removal of calculus from bladder,300000.0,PROCEDURES
2016,Operation on ducts of nipple,300000.0,PROCEDURES
2017,Operation on branchial cyst,216000.0,PROCEDURES
2018,Orchidectomy and excision of spermatic cord,216000.0,PROCEDURES
2019,Percutaneous insertion of nephrostomy tube,216000.0,PROCEDURES
2020,Percutaneous transluminal angioplasty of artery,216000.0,PROCEDURES
2021,Perianal excision of lesion of rectum including sigmoidoscopy ,200000.0,PROCEDURES
2022,Pericardiocentesis,216000.0,PROCEDURES
2023,Peroneal sling or groove reconstruction and replacment of dislocated peroneal tendons,255000.0,PROCEDURES
2024,Phakoemulsification of lens with implant unilateral,216000.0,PROCEDURES
2025,Phakoemulsification of lens without implant unilateral,216000.0,PROCEDURES
2026,Posterior colporrhaphy,216000.0,PROCEDURES
2027,Primary repair of inguinal hernia,280000.0,PROCEDURES
2028,"Reconstruction of Breast using expandable prosthesis including delayed
 reconstruction ",216000.0,PROCEDURES
2029,Reconstruction of Breast using fixed prosthesis including delayed reconstruction ,216000.0,PROCEDURES
2030,Release of contracture of joint,216000.0,PROCEDURES
2031,Removal of central venous catheter tunnelled  Xray guided ,216000.0,PROCEDURES
2032,Removal of cerebroventricular shunt,216000.0,PROCEDURES
2033,"Removal of internal fixation from bone or joint, excluding K-wires",200000.0,PROCEDURES
2034,Removal of lens implant,216000.0,PROCEDURES
2035,Removal of skin expander or valve,285000.0,PROCEDURES
2036,Repair of cutaneous vesical fistula,300000.0,PROCEDURES
2037,Repair of distal biceps tendon,216000.0,PROCEDURES
2038,Repair of injury to penis,250000.0,PROCEDURES
2039,Repair of other hernia of abdominal wall,280000.0,PROCEDURES
2040,Resection of bladder neck,25000.0,PROCEDURES
2041,Resuture of previous incision in abdominal wall burst abdomen ,216000.0,PROCEDURES
2042,"Secondary repair of tendon including graft,transfer and or or prosthesis not otherwise
 specified ",216000.0,PROCEDURES
2043,Sphincterotomy,216000.0,PROCEDURES
2044,Spinal monitoring more than 4 hours,216000.0,PROCEDURES
2045,Submucous resection of nasal septum,300000.0,PROCEDURES
2046,Surgical iridectomy,216000.0,PROCEDURES
2047,Surgical release of humeral epicondylitis lateral or medial e.g. Tennis Elbow ,216000.0,PROCEDURES
2048,Tendo achilles lengthening percutaneous,216000.0,PROCEDURES
2049,Tendo achilles lengthening primary open,216000.0,PROCEDURES
2050,Tendo achilles lengthening repeat procedure,216000.0,PROCEDURES
2051,"Tendon graft, as sole procedure not otherwise specified ",216000.0,PROCEDURES
2052,Tenolysis of extensor tendon of hand,216000.0,PROCEDURES
2053,"Tenolysis, of extensor not otherwise specified ",216000.0,PROCEDURES
2054,Tension sutures,216000.0,PROCEDURES
2055,Tonsillectomy adult and bilateral ,300000.0,PROCEDURES
2056,Tonsillectomy child and bilateral ,300000.0,PROCEDURES
2057,Tonsillectomy Child ,300000.0,PROCEDURES
2058,Transjugular or Transfemoral or plugged liver biopsy ies ,300000.0,PROCEDURES
2059,Transluminal operations on iliac artery,216000.0,PROCEDURES
2060,Transposition of parotid duct including bilateral ,216000.0,PROCEDURES
2061,Transposition of submandibular duct including bilateral ,216000.0,PROCEDURES
2062,Tympanic neurectomy,216000.0,PROCEDURES
2063,Ventro-suspension of uterus including laparoscopic,216000.0,PROCEDURES
2064,Vestibuloplasty,216000.0,PROCEDURES
2065,Arthrotomy of large joint,236260.0,PROCEDURES
2066,Arthroscopic lateral release,243000.0,PROCEDURES
2067,Bone grafting,243000.0,PROCEDURES
2068,Bony meatoplasty,243000.0,PROCEDURES
2069,Cardiac pacemaker system introduced through vein single chamber ,243000.0,PROCEDURES
2070,"Carpal tunnel release, including endoscopic-bilateral",243000.0,PROCEDURES
2071,Closure of gastrostomy,300000.0,PROCEDURES
2072,Closure of ileostomy,300000.0,PROCEDURES
2073,Correction of congenital atresia of choana including endoscopic ,243000.0,PROCEDURES
2074,Cubital tunnel release including endoscopic-bilateral without transposition ,320000.0,PROCEDURES
2075,De-roofing and aspiration of renal para pelvic cyst,320000.0,PROCEDURES
2076,Diagnostic mediastinoscopy,200000.0,PROCEDURES
2077,Dorsal root ganglion block radiofrequency ,243000.0,PROCEDURES
2078,Drainage of abscess of appendix or drainage of intra-abdominal abscess,300000.0,PROCEDURES
2079,"Excision distal clavicle, as sole procedure",243000.0,PROCEDURES
2080,Excision or partial excision of IP joint of lesser toe with tendon transfer,243000.0,PROCEDURES
2081,Exploratory Burrhole of Cranium,243000.0,PROCEDURES
2082,Femoral hernia repair,280000.0,PROCEDURES
2083,Fibreoptic colonoscopy and recanalisation of tumour,300000.0,PROCEDURES
2084,Hysteroscopy with resection of fibroid,450000.0,PROCEDURES
2085,Insertion of oesophageal metallic stent under imaging control,243000.0,PROCEDURES
2086,Laparoscopic Appendicectomy,300000.0,PROCEDURES
2087,Laparoscopic repair of incisional hernia,280000.0,PROCEDURES
2088,Laying open of high anal fistula including sigmoidoscopy ,300000.0,PROCEDURES
2089,Metatarso-phalangeal cheilectomy unilateral,243000.0,PROCEDURES
2090,Open puncture of liver,243000.0,PROCEDURES
2091,Open reduction of fracture of zygomatic complex of bones,243000.0,PROCEDURES
2092,Open splenectomy,243000.0,PROCEDURES
2093,Operation on seminal vesicle,243000.0,PROCEDURES
2094,Paediatric cardiac catheterisation,243000.0,PROCEDURES
2095,Partial amputation of penis,243000.0,PROCEDURES
2096,Patellectomy,243000.0,PROCEDURES
2097,Presacral sympathectomy therapeutic,243000.0,PROCEDURES
2098,"Primary open reduction of small bone with fixation, including intra-articular",243000.0,PROCEDURES
2099,Primary repair of incisional hernia,243000.0,PROCEDURES
2100,Prostatic hyperthermia up to six courses ,243000.0,PROCEDURES
2101,Reconstruction of ligament,243000.0,PROCEDURES
2102,Reconstruction of posterior lateral corner of knee,243000.0,PROCEDURES
2103,Reformation of anterior chamber,243000.0,PROCEDURES
2104,Release of joined or fused digits ,243000.0,PROCEDURES
2105,Removal of arteriovenous shunt synthetic graft ,243000.0,PROCEDURES
2106,Removal of posterior scoliosis instrumentation ,243000.0,PROCEDURES
2107,Removal of posterior spinal implant,243000.0,PROCEDURES
2108,Repair of anal sphincter including sigmoidoscopy ,243000.0,PROCEDURES
2109,Repair of patellar or quadricep tendon,243000.0,PROCEDURES
2110,Repair of recurrent femoral hernia,243000.0,PROCEDURES
2111,Revision of ileostomy laparotomy,243000.0,PROCEDURES
2112,Revision of ileostomy local,243000.0,PROCEDURES
2113,Revision of release of peripheral nerve,243000.0,PROCEDURES
2114,Revision of repair of cleft palate,243000.0,PROCEDURES
2115,Scleral graft,243000.0,PROCEDURES
2116,Segmental resection or quadrantectomy,243000.0,PROCEDURES
2117,Septoplasty of nose,243000.0,PROCEDURES
2118,Simple mastectomy including axillary node biopsy ,285000.0,PROCEDURES
2119,Soft tissue meatoplasty of external auditory canal,285000.0,PROCEDURES
2120,Subcutaneous mastectomy,285000.0,PROCEDURES
2121,Surgery for correction of congenital intestinal atresias,243000.0,PROCEDURES
2122,Tendon transfer of toe bilateral,243000.0,PROCEDURES
2123,Tenolysis of flexor tendon of hand,243000.0,PROCEDURES
2124,"Tenolysis, of flexor tendon not otherwise specified ",243000.0,PROCEDURES
2125,Therapeutic percutaneous operations on pancreas,243000.0,PROCEDURES
2126,Total excision of nose,243000.0,PROCEDURES
2127,Total excision of pinna,243000.0,PROCEDURES
2128,Transantral ethmoidectomy and bilateral ,243000.0,PROCEDURES
2129,Transluminal procedures on femoral artery,243000.0,PROCEDURES
2130,Transurethral needle ablation TUNA ,243000.0,PROCEDURES
2131,Urethral valve resection,243000.0,PROCEDURES
2132,Wide excision of sweat glands bilateral axillae,243000.0,PROCEDURES
2133,Wide local excision,243000.0,PROCEDURES
2134,Wide local excision of lesion of breast,243000.0,PROCEDURES
2135,Diagnostic laparoscopy including any biopsy ,250000.0,PROCEDURES
2136,MUTATIONAL ANALYSIS FOR GIST TUMOR,252460.0,PROCEDURES
2137,"Drainage or debridement of bones , including sequestrectomy for osteomyelitis",259200.0,PROCEDURES
2138,Excision of submandibular gland,259200.0,PROCEDURES
2139,Excision of thyroglossal cyst or tract,259200.0,PROCEDURES
2140,"Laparoscopy including e.g. puncture of ovarian cysts, with or without biopsy, minor endometriosis ",259200.0,PROCEDURES
2141,Open reduction and fixation of fractured jaw,259200.0,PROCEDURES
2142,Orchidectomy,259200.0,PROCEDURES
2143,Repair of anal trauma,259200.0,PROCEDURES
2144,Retroperitoneal abscess,259200.0,PROCEDURES
2145,Tonsillectomy Adult ,300000.0,PROCEDURES
2146,Unilateral varicocelectomy,300000.0,PROCEDURES
2147,Adenotonsillectomy,300000.0,PROCEDURES
2148,Combined abdominal and vaginal operations to support outlet of female bladder,300000.0,PROCEDURES
2149,Angioplasty of iliac artery,270000.0,PROCEDURES
2150,"Angioplasty of other arteries e.g. sub-clavian, tibial, femoro-popliteal ",270000.0,PROCEDURES
2151,Anterior vitrectomy,270000.0,PROCEDURES
2152,Bilateral excision of testes,270000.0,PROCEDURES
2153,Block dissection of inguinal lymph nodes,270000.0,PROCEDURES
2154,"Burn wound or scar excision, Head, neck, hands, feet and genitalia, greater than 25cm2 ",270000.0,PROCEDURES
2155,"Closed reduction of fracture of long bone, including cast or percutaneous K-wires",200000.0,PROCEDURES
2156,Cordectomy endoscopic ,270000.0,PROCEDURES
2157,"Correction of ptosis of eyelid simple, including tarsomullerectomy",270000.0,PROCEDURES
2158,Correction of ptosis of eyelid complex,270000.0,PROCEDURES
2159,Correction of ptosis of eyelid with autologous fascia lata,270000.0,PROCEDURES
2160,Cyclodialysis separation of ciliary body ,270000.0,PROCEDURES
2161,Cystourethroplasty,270000.0,PROCEDURES
2162,Diagnostic tympanotomy ,270000.0,PROCEDURES
2163,Drainage of pyonephrosis,270000.0,PROCEDURES
2164,Excision biopsy of breast lesion after localisation,270000.0,PROCEDURES
2165,Excision of segment of ureter,270000.0,PROCEDURES
2166,Excision reconstruction of large joint,270000.0,PROCEDURES
2167,Excision reconstruction of small joint,270000.0,PROCEDURES
2168,Fasciotomy of limb,270000.0,PROCEDURES
2169,Fusion of interphalangeal joints of toe including internal fixation bilateral,300000.0,PROCEDURES
2170,Gastrostomy,270000.0,PROCEDURES
2171,Glottoplasty,270000.0,PROCEDURES
2172,Laryngofissure,270000.0,PROCEDURES
2173,Laryngofissure and cordectomy of vocal cord,270000.0,PROCEDURES
2174,Laser surgery to vocal cord including microlaryngoscopy ,270000.0,PROCEDURES
2175,Lateral rhinotomy into sinuses,270000.0,PROCEDURES
2176,Litholapaxy,270000.0,PROCEDURES
2177,Local flap less than 9cm2,270000.0,PROCEDURES
2178,Local flap 9cm2 or more excluding graft or flap to secondary defect ,270000.0,PROCEDURES
2179,Open drainage of perinephric abscess,270000.0,PROCEDURES
2180,Open drainage of subphrenic abscess,270000.0,PROCEDURES
2181,Open formation of jejunostomy,270000.0,PROCEDURES
2182,"Open sub-acromial decompression, as sole procedure",270000.0,PROCEDURES
2183,Perineal repair of prolapse of rectum,270000.0,PROCEDURES
2184,Primary closure of cleft lip unilateral,270000.0,PROCEDURES
2185,Primary closure of cleft lip unilateral including anterior palate,270000.0,PROCEDURES
2186,Primary repair of flexor of hand excluding Zone II ,270000.0,PROCEDURES
2187,Primary repair of flexor of hand in Zone II,270000.0,PROCEDURES
2188,Reconstruction of penis,270000.0,PROCEDURES
2189,Reconstruction of penis,270000.0,PROCEDURES
2190,Removal of multiple bony exostoses external auditory canal,270000.0,PROCEDURES
2191,"Removal of products of conception from fallopian tube ectopic pregnancy including
 laparoscopically",270000.0,PROCEDURES
2192,Renal angioplasty,270000.0,PROCEDURES
2193,Repair of enterocele with or without posterior colporrhaphy ,270000.0,PROCEDURES
2194,Repair of urethrorectal fistula,270000.0,PROCEDURES
2195,Secondary insertion of lens implant,270000.0,PROCEDURES
2196,Secondary repair or reconstruction of extensor of hand or forearm,270000.0,PROCEDURES
2197,Sentinel lymph node biopsy for melanoma,270000.0,PROCEDURES
2198,Sentinel node mapping with blue dye and radioactive probe for breast cancer,270000.0,PROCEDURES
2199,Sentinel node mapping with blue dye and radioactive probe for breast cancer,270000.0,PROCEDURES
2200,Sentinel node mapping with blue dye or radioactive probe for breast cancer,270000.0,PROCEDURES
2201,Sentinel node mapping with blue dye or radioactive probe for breast cancer,270000.0,PROCEDURES
2202,Simple urethroplasty,270000.0,PROCEDURES
2203,"Simple urethroplasty, i.e. first attempt, anterior urethra",270000.0,PROCEDURES
2204,Therapeutic nephroscopic operations on ureter,270000.0,PROCEDURES
2205,Thyroplasty Isshiki type 1 ,270000.0,PROCEDURES
2206,Tongue flap first stage and second stage,270000.0,PROCEDURES
2207,Total synovectomy of large joint,270000.0,PROCEDURES
2208,Total synovectomy of small joint,270000.0,PROCEDURES
2209,Ureteroscopic extraction of calculus of ureter,270000.0,PROCEDURES
2210,VATS debridement of empyema,270000.0,PROCEDURES
2211,Venoplasty,270000.0,PROCEDURES
2212,Vidian neurectomy including endoscopic ,270000.0,PROCEDURES
2213,Application of external fixation to bone,300000.0,PROCEDURES
2214,Cytological Studies,273260.0,PROCEDURES
2215,Percutaneous dilatation of biliary stricture under imaging control,274460.0,PROCEDURES
2216,Epidural for Labour,275000.0,PROCEDURES
2217,Resection of chest wll tumour,285600.0,PROCEDURES
2218,Biliary drainage with occluded stent in place,289500.0,PROCEDURES
2219,Percutaneous insertion of metallic biliary endoprosthesis,289500.0,PROCEDURES
2220,Exploratory Laparatomy,300000.0,PROCEDURES
2221,Fusion of first metatarso-phalangeal joint,291600.0,PROCEDURES
2222,Simple mastectomy,291600.0,PROCEDURES
2223,Splenectomy,291600.0,PROCEDURES
2224,Adjustments to IIizarov frame or rings,297000.0,PROCEDURES
2225,Angioplasty with insertion of metallic stent,297000.0,PROCEDURES
2226,Arthroplasty of temporomandibular bone joint,297000.0,PROCEDURES
2227,Arthroscopic meniscectomy,297000.0,PROCEDURES
2228,Arthroscopic sub-acromial decompression,297000.0,PROCEDURES
2229,Arthroscopy of knee,250000.0,PROCEDURES
2230,Bypass of duodenum,297000.0,PROCEDURES
2231,Bypass of ileum,297000.0,PROCEDURES
2232,Chemonucleolysis multiple levels ,297000.0,PROCEDURES
2233,Cholecystectomy including mini-cholecystectomy ,297000.0,PROCEDURES
2234,Closure of perforated ulcer of duodenum,297000.0,PROCEDURES
2235,Closure of perforated ulcer of stomach,297000.0,PROCEDURES
2236,Complex glaucoma surgery including anti-metabolites or insertion of seton devices ,297000.0,PROCEDURES
2237,Debridement of infected total joint replacement,297000.0,PROCEDURES
2238,Distant flap delay or division or inset,297000.0,PROCEDURES
2239,"Distant pedicle flap elevation including transfer includng closure or grafting to
 secondary defect ",297000.0,PROCEDURES
2240,Embolisation of artery or vein,297000.0,PROCEDURES
2241,Embolisation of varicocele of gonadal vein,300000.0,PROCEDURES
2242,Endoscopic balloon dilation frontal sinuplasty ,297000.0,PROCEDURES
2243,Endoscopic balloon dilation maxillary sinuplasty ,297000.0,PROCEDURES
2244,Endoscopic balloon dilation sphenoid sinuplasty ,297000.0,PROCEDURES
2245,Endoscopic fragmentation of calculus of kidney,297000.0,PROCEDURES
2246,Endoscopic resection of lesion of bladder including cystoscopy ,300000.0,PROCEDURES
2247,Endoscopic transection of bladder including cystoscopy ,300000.0,PROCEDURES
2248,"Excision arthroplasty of first metatarso-phalangeal joint, including Keller's- bilateral",297000.0,PROCEDURES
2249,Excision of lesion of iris,297000.0,PROCEDURES
2250,Excision of lesion of orbit anterior approach,297000.0,PROCEDURES
2251,Excision of lesion of orbit lateral orbitomy,297000.0,PROCEDURES
2252,Excision of parotid gland,297000.0,PROCEDURES
2253,Excision of parotid gland other than F4410 or F4430 ,297000.0,PROCEDURES
2254,Exploration of orbit ,297000.0,PROCEDURES
2255,Exploration of renal transplant for bleeding,297000.0,PROCEDURES
2256,Exploration of renal transplant for bleeding,297000.0,PROCEDURES
2257,"FESS Endoscopic uncinectomy, anterior and posterior ethmoidectomy and bilateral ",297000.0,PROCEDURES
2258,Formation of ileostomy,297000.0,PROCEDURES
2259,Gastropexy for reflux ,297000.0,PROCEDURES
2260,Goniotomy surgical treatment of glaucoma ,297000.0,PROCEDURES
2261,"Harvesting for autologous chondrocyte transplantation into knee
 arthroscopy",297000.0,PROCEDURES
2262,High fistula in ano with or without seton suture,297000.0,PROCEDURES
2263,Impedence controlled bipolar radiofrequency ablation for menorrhagia,297000.0,PROCEDURES
2264,Insertion of urethral stent for relief of prostatic obstruction,297000.0,PROCEDURES
2265,Insertion of valve into anterior chamber of eye,297000.0,PROCEDURES
2266,Intubation of jejunum for decompression of intestine without laparotomy ,297000.0,PROCEDURES
2267,Laparoscopic biliary gastric bypass,297000.0,PROCEDURES
2268,Laparoscopic closure of peptic ulcer,297000.0,PROCEDURES
2269,Laparoscopic ileostomy,350000.0,PROCEDURES
2270,Laparoscopic lumbar sympathectomy,297000.0,PROCEDURES
2271,Laparoscopic repair of inguinal hernia bilateral,297000.0,PROCEDURES
2272,Laparoscopic repair of recurrent inguinal hernia bilateral,297000.0,PROCEDURES
2273,Laparoscopic repair of recurrent inguinal hernia unilateral,297000.0,PROCEDURES
2274,"Laparoscopy and therapeutic procedures including laser,diathermy and destruction
 e.g.endometriosis,adhesiolysis,tubal surgery",297000.0,PROCEDURES
2275,Large muscle flap 9cm2 or more including skin graft and closure of secondary defect,297000.0,PROCEDURES
2276,"Metatarsal osteotomy for Hallux valgus, with or without internal fixation and soft
 tissue correction",297000.0,PROCEDURES
2277,Microwave endometrial ablation,297000.0,PROCEDURES
2278,Needle suspension of bladder neck,297000.0,PROCEDURES
2279,OK Outerbridge and Kashiwagi procedure,297000.0,PROCEDURES
2280,Oophorectomy and salpingectomy including bilateral ,297000.0,PROCEDURES
2281,Open biopsy of native kidney,297000.0,PROCEDURES
2282,Open biopsy of renal transplant,297000.0,PROCEDURES
2283,Open excision of lesion from bladder,297000.0,PROCEDURES
2284,Open formation of ileostomy,297000.0,PROCEDURES
2285,Open ureterolithotomy,350000.0,PROCEDURES
2286,Operation for Peyronie's disease,297000.0,PROCEDURES
2287,Operation on pharyngeal pouch exterior approach ,297000.0,PROCEDURES
2288,Operations on omentum,297000.0,PROCEDURES
2289,Other obliteration of vagina,297000.0,PROCEDURES
2290,Other open operations on kidney,297000.0,PROCEDURES
2291,Ovarian cystectomy and bilateral ,350000.0,PROCEDURES
2292,Percutaneous spinal biopsy CT controlled ,297000.0,PROCEDURES
2293,Pharyngeal pouch endoscopic procedures,297000.0,PROCEDURES
2294,Primary open reduction of dislocation of large joint,297000.0,PROCEDURES
2295,Primary open reduction of dislocation of small joint,297000.0,PROCEDURES
2296,Primary repair of inguinal hernia bilateral,297000.0,PROCEDURES
2297,Primary repair of strangulated femoral hernia,297000.0,PROCEDURES
2298,Primary repair of strangulated inguinal hernia,297000.0,PROCEDURES
2299,Pyloromyotomy,297000.0,PROCEDURES
2300,Pyloroplasty,297000.0,PROCEDURES
2301,Removal of foreign body from iris,297000.0,PROCEDURES
2302,Removal of foreign body from orbit,297000.0,PROCEDURES
2303,Repair of faecal fistula,297000.0,PROCEDURES
2304,Repair of knee ligaments open or arthroscopic ,297000.0,PROCEDURES
2305,Repair of lateral collateral ligament complex,297000.0,PROCEDURES
2306,Repair of peri-lymph fistula,297000.0,PROCEDURES
2307,Repair of prolapsed iris,297000.0,PROCEDURES
2308,Repair of recurrent incisional hernia,297000.0,PROCEDURES
2309,Repair of recurrent inguinal hernia,297000.0,PROCEDURES
2310,Repair of recurrent inguinal hernia bilateral,297000.0,PROCEDURES
2311,Repair of urethrovaginal fistula,330000.0,PROCEDURES
2312,Retropubic suspension of bladder neck,297000.0,PROCEDURES
2313,Retropubic suspension of neck of bladder including colposuspension ,297000.0,PROCEDURES
2314,Retropubic suspension of neck of bladder including colposuspension ,297000.0,PROCEDURES
2315,"Retropubic suspension of neck of bladder including colposuspension redo
 operation",297000.0,PROCEDURES
2316,"Retropubic suspension of neck of bladder including colposuspension redo
 operation",297000.0,PROCEDURES
2317,Reversal of Vasectomy,297000.0,PROCEDURES
2318,Second stage reconstruction of flexor of hand,297000.0,PROCEDURES
2319,Secondary repair or 1st stage reconstruction of flexor of hand,297000.0,PROCEDURES
2320,Simple therapeutic arthroscopy of ankle with either soft tissue procedures or,200000.0,PROCEDURES
2321,Spinal Endoscopy or Percutaneous spinal biopsy Fluroscopy controlled ,297000.0,PROCEDURES
2322,Surgical correction of squint,297000.0,PROCEDURES
2323,"Surgical correction of squint horizontal 2 muscles in one eye, or one muscle",297000.0,PROCEDURES
2324,Surgical correction of squint inferior oblique surgery,297000.0,PROCEDURES
2325,Surgical correction of squint other vertical muscles,297000.0,PROCEDURES
2326,"Therapeutic arthroscopic operation on cavity of joint not otherwise specified as sole
 procedure ",297000.0,PROCEDURES
2327,Therapeutic arthroscopy of shoulder ,250000.0,PROCEDURES
2328,Therapeutic arthroscopy of wrist joint ,250000.0,PROCEDURES
2329,Therapeutic endoscopic operations on uterus including endometrial ablation ,297000.0,PROCEDURES
2330,"Therapeutic ERCP including insertion of biliary or pancreatic prosthesis,
 sphincterotomy and stone extraction ",297000.0,PROCEDURES
2331,Therapeutic subtalar arthroscopy including synovectomy to gain vision,297000.0,PROCEDURES
2332,Thoracotomy,297000.0,PROCEDURES
2333,Total reconstruction of eyelid unilateral,297000.0,PROCEDURES
2334,Unilateral replantation of ureter into bladder,297000.0,PROCEDURES
2335,Uncomplicated appendicectomy,175000.0,PROCEDURES
2336,Canthotomy,302940.0,PROCEDURES
2337,Bilateral replantation of ureter into bladder,304560.0,PROCEDURES
2338,Repair of wound of major artery or vein of abdomen including aorta and venacava ,306000.0,PROCEDURES
2339,Simple excision of inguinal hernial sac herniotomy bilateral,315000.0,PROCEDURES
2340,Burns wound debridement and dressing major ,65000.0,PROCEDURES
2341,Amputation of leg or foot including Symes Lisfranc and Chopart ,324000.0,PROCEDURES
2342,Angioplasty with insertion of metallic stent graft,324000.0,PROCEDURES
2343,Basilic vein transposition,324000.0,PROCEDURES
2344,Block dissection of pelvic lymph nodes ,324000.0,PROCEDURES
2345,Bypass of colon,324000.0,PROCEDURES
2346,Carpo-metacarpal joint ligament reconstruction,324000.0,PROCEDURES
2347,Complex secondary repair of hypospadias,324000.0,PROCEDURES
2348,"Complex therapeutic arthroscopy of ankle, with multiple bony, joint surface",324000.0,PROCEDURES
2349,Complex urethroplasty,324000.0,PROCEDURES
2350,"Dacryocysto-rhinostomy endoscopic or laser assisted , including insertion of tube",324000.0,PROCEDURES
2351,"Dacryocysto-rhinostomy, including insertion of tube",324000.0,PROCEDURES
2352,Diagnostic endoscopic examination of kidney including biopsy ,324000.0,PROCEDURES
2353,Dilatation or stenting of nasolacrimal duct under imaging control,324000.0,PROCEDURES
2354,Diverticulectomy of bladder,324000.0,PROCEDURES
2355,Drainage of pancreatic abscess,324000.0,PROCEDURES
2356,Enucleation or evisceration of eyeball,324000.0,PROCEDURES
2357,Enucleation or evisceration of eyeball with implant ,324000.0,PROCEDURES
2358,Excision of lesion of pancreas,324000.0,PROCEDURES
2359,Exenteration of orbit,324000.0,PROCEDURES
2360,Highly selective vagotomy,324000.0,PROCEDURES
2361,Implantation of neurostimulator into peripheral nerve,324000.0,PROCEDURES
2362,Incision of pancreas,324000.0,PROCEDURES
2363,Intra abdominal manipulation of colon including reduction of intussusception ,324000.0,PROCEDURES
2364,Isthmectomy of thyroid gland,324000.0,PROCEDURES
2365,Labral repair shoulder stabilisation ,324000.0,PROCEDURES
2366,Laparoscopic colostomy and stoma formation including revision ,324000.0,PROCEDURES
2367,Laparoscopic vagotomy or seromyotomy,486000.0,PROCEDURES
2368,Mastectomy and immediate reconstruction of breast using expandable prosthesis,324000.0,PROCEDURES
2369,Mastectomy and immediate reconstruction of breast using fixed prosthesis,324000.0,PROCEDURES
2370,Middle ear tumour excision,324000.0,PROCEDURES
2371,Modified radical mastectomy excluding lymph node sampling,324000.0,PROCEDURES
2372,Modified radical mastectomy including lymph node clearance,324000.0,PROCEDURES
2373,Nephrectomy,324000.0,PROCEDURES
2374,Open drainage of lesion of pancreas,324000.0,PROCEDURES
2375,Open examination of pancreas,324000.0,PROCEDURES
2376,Open excision of prostatic adenoma,324000.0,PROCEDURES
2377,Open formation of colostomy,324000.0,PROCEDURES
2378,Open pyeloplasty,324000.0,PROCEDURES
2379,Open reduction of dislocated hip prosthesis,324000.0,PROCEDURES
2380,"Open subacromial decompression and limited, less than 2cm tear rotator cuff repair",324000.0,PROCEDURES
2381,Operations on branchial fistula,324000.0,PROCEDURES
2382,Orchiopexy bilateral,324000.0,PROCEDURES
2383,"Osteotomy of long bone, with or without fixation, including graft",324000.0,PROCEDURES
2384,Partial thyroidectomy not elsewhere classified ,324000.0,PROCEDURES
2385,Plating and bone grafting for non-union of clavicle,324000.0,PROCEDURES
2386,Proximal gastric vagotomy,324000.0,PROCEDURES
2387,Reconstruction of lip using skin flap,324000.0,PROCEDURES
2388,Repair of distal hypospadias,324000.0,PROCEDURES
2389,Repair of penile shaft hypospadias,324000.0,PROCEDURES
2390,Repair of penile or perineal hypospadias,324000.0,PROCEDURES
2391,Revision of mastoidectomy including meatoplasty ,324000.0,PROCEDURES
2392,Revision stapedectomy,324000.0,PROCEDURES
2393,Small joint e.g. interphalangeal or metacarpo-phalangeal joint ligament reconstruction,324000.0,PROCEDURES
2394,"Split autograft of skin, trunk and limbs over 25cm2 and up to 5% of body surface area",324000.0,PROCEDURES
2395,"Split autograft of skin, trunk and limbs each additional 5% of body surface area",324000.0,PROCEDURES
2396,"Split skin graft, trunk and limbs- each additional 5% of body surface area",324000.0,PROCEDURES
2397,"Split skin graft, trunk and limbs- over 25cm2 and up to 5% of body surface area",324000.0,PROCEDURES
2398,Stabilisation of multi-directional instability of shoulder joint,324000.0,PROCEDURES
2399,Stapedectomy,324000.0,PROCEDURES
2400,Subcutaneous mastectomy with immediate implant,324000.0,PROCEDURES
2401,Surgical correction of squint horizontal 1 muscle in each of two eyes ,324000.0,PROCEDURES
2402,Surgical trabeculectomy or other penetrating glaucoma procedures,324000.0,PROCEDURES
2403,"Tension-free urethropexy, including administration of local anaesthetic by operating
 surgeon",324000.0,PROCEDURES
2404,"Therapeutic endoscopic operations on kidney including cystoscopy
 catheterisation ",324000.0,PROCEDURES
2405,Thyroid re-operation,324000.0,PROCEDURES
2406,Tibial osteotomy,324000.0,PROCEDURES
2407,Total thyroid lobectomy and isthmectomy,324000.0,PROCEDURES
2408,Transanal resection for rectal cancer,324000.0,PROCEDURES
2409,Urethrectomy,324000.0,PROCEDURES
2410,Vaginal operations to support outlet of female bladder,324000.0,PROCEDURES
2411,Vaginal operations to support outlet of female bladder,324000.0,PROCEDURES
2412,Nephro-ureterectomy unilateral,334660.0,PROCEDURES
2413,Percutaneous pyelolysis,334660.0,PROCEDURES
2414,Percutaneous removal of calculus,334660.0,PROCEDURES
2415,Closure of colostomy,356400.0,PROCEDURES
2416,Open operations on ileum including reduction of intussusception ,356400.0,PROCEDURES
2417,Revision of previous glaucoma surgery,356400.0,PROCEDURES
2418,Transjugular intrahepatic portosystemic shunt,359400.0,PROCEDURES
2419,Rectovaginal fistula repair,374000.0,PROCEDURES
2420,Alveolar bone graft bilateral,378000.0,PROCEDURES
2421,Amputation of penis,378000.0,PROCEDURES
2422,Ankle arthrodesis open,378000.0,PROCEDURES
